link,id,title,header,header_image,subheader,description,difficulty,distance,duration,ascent,descent,peak
https://muntii-nostri.ro/ro/node/1627,1627,Moieciu de Sus - Şaua Batrâna - Hotel Peştera | Muntii Nostri,01MN28: Moieciu de Sus - Şaua Batrâna - Hotel Peştera,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,"Legătura Moieciu - Hotel Peștera, prin Șaua Bătrâna","Traseul 28 Triunghi Roșu străbate şoseaua de pe Valea Bângăleasa, urcă pe Culmea Pleşei și trece de Poiana Guțanu cu direcția Vârful Bătrâna. Următorul segment coboară la Cascada Doamnele, apoi continuă pe sub Piciorul Babelor până la Hotelul Peştera. Priveliști spre Abruptul Guțanului, Muntele Bătrâna și Muntele Doamnele.",mediu/dificil,"14,13km",4:45-5:45h,1200m,540m,2164m
https://muntii-nostri.ro/ro/node/1628,1628,Cabana Diham - Poiana Mălăieşti Izvor | Muntii Nostri,01MN46: Cabana Diham - Poiana Mălăieşti Izvor,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_2_blueconnectiontrack_resize.png?itok=DRSXIkTN,De la Cabana Diham spre Poiana 7 Izvoare,"Traseul 46 Cruce Albastră pornește de la Cabana Diham într-o coborâre abruptă pe sub Muchia Cenuşie, și mai departe peste Valea Glăjăriei până în Poiana Mălăieşti Izvor. Poate fi o drumeție de familie cu perspectiva Abruptului Bucșoiu și Padina Crucii în față.",mediu/dificil,"2,12km",~0:45h,100m,310m,1314m
https://muntii-nostri.ro/ro/node/1629,1629,Moieciu de Sus - Şaua Strunga - Cabana Padina | Muntii Nostri,01MN29: Moieciu de Sus - Şaua Strunga - Cabana Padina,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_6_redconnectiontrack_resize_2.png?itok=ELTDVbVO,"Legătura Moieciu - Cabana Padina, prin Șaua Strunga","Traseul 29 Cruce Roșie străbate şoseaua de pe Valea Bângăleasa, apoi urmează firul Grohotișului și Valea Seacă a Prăvalelor până sub abruptul vestic al Bucegilor cu Strungile Mari și Strungile Mici. Din Șaua Strunga coborâm la Cabana Padina.",mediu/dificil,"12,78km",4:00-4:45h,940m,390m,1910m
https://muntii-nostri.ro/ro/node/1630,1630,Poiana Ţapului - Cabana Stâna Regală | Muntii Nostri,01MN03: Poiana Ţapului - Cabana Stâna Regală,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_9_yellowcircuittrack_1_resize.png?itok=exLp_eVD,Legătura Poiana Ţapului – Cabana Stâna Regală,"Traseul 3 Punct Galben străbate o zona mai puțin cunoscută dar foarte interesantă din punct de vedere turistic, și anume abruptul prahovean al Bucegilor din dreptul Poienii Țapului. Un traseu ușor, recomandat începătorilor, practicabil tot timpul anului, indiferent de starea vremii și de condiția fizică.",uşor/mediu,"3,67km",1:30-2:15h,472m,44m,1283m
https://muntii-nostri.ro/ro/node/1631,1631,Fundata - Vârful Bucşa - Cabana Padina | Muntii Nostri,01MN30: Fundata - Vârful Bucşa - Cabana Padina,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_redridgetrack_resize.png?itok=fme_4mlE,"Legătura Fundata - Cabana Padina, prin Șaua Strunga","Traseul 30 Bandă Roșie leagă comuna Dâmbovicioara, de la poalele Craiului, de Cabana Padina, trecând peste cele câteva vârfuri sub 2000 m (Vf. Sfântul Ilie, Piatra Albă, M Bucșa și Strungile Mici) care despart Munţii Bucegi de Munţii Leaota. Din Șaua Strunga coborâm la Cabana Padina.",mediu/dificil,"20,44km",5:30-7:00h,1070m,820m,1935m
https://muntii-nostri.ro/ro/node/1632,1632,Muchia Cenuşie între traseele cruce albastră şi cruce galbenă | Muntii Nostri,01MN47: Muchia Cenuşie între traseele cruce albastră şi cruce galbenă,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_9_yellowcircuittrack_1_resize.png?itok=exLp_eVD,"Legătura Diham - Poiana Frăsinetului, pe sub Muchia Cenușie","Traseul 47 Punct Galben este un traseu scurt, de legătură, pe direcția Diham - Poiana Frăsinetului, folosind un drum de TAF pe versantul vestic al Muchiei Cenuşii. Poate fi o drumeție de familie cu revenire drumul auto Poiana Frăsinetului - Cabana Diham.",uşor,"0,62km",~0:15h,0m,30m,1284m
https://muntii-nostri.ro/ro/node/1633,1633,Cantonul Brătei - Şaua Lucăcilă - Cabana Bolboci | Muntii Nostri,01MN31: Cantonul Brătei - Şaua Lucăcilă - Cabana Bolboci,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_6_redconnectiontrack_resize_2.png?itok=ELTDVbVO,"Legătura Cantonul Brătei - Cabana Bolboci, peste M. Zănoaga","Traseul 31 Cruce Roșie leagă Cantonul Brătei, de la poalele Leaotei, de zona lacului de acumulare Bolboci, trecând peste culmile Zănoaga-Lespezi. Urcăm la cota 1500, cu perspective fermecătoare asupra Lacului Bolboci, Munților Leaota și Bucegilor.",mediu/dificil,"6,97km",2:00-2:30h,430m,220m,1655m
https://muntii-nostri.ro/ro/node/1634,1634,Drumul Sinaia-Cota 1400 - Poiana Stânii | Muntii Nostri,01MN38: Drumul Sinaia-Cota 1400 - Poiana Stânii,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_blueridgetrack_resize_0.png?itok=tw-S38_g,"Legătura Sinaia - Stâna Regală, pe drumul auto","Traseul 38 Bandă Albastră leagă drumul de acces Sinaia-Cota de Poiana Stânii. Un traseu scurt, care nu pune probleme, folosind drumul auto spre Cabana Stâna Regală. Drumul trece pe lângă stânca de escaladă Sfânta Ana, în apropierea căreia există şi o chilie rupestră. Accesibil și pentru cicloturism",uşor,"3,33km",1:00-1:15h,220m,40m,1340m
https://muntii-nostri.ro/ro/node/1635,1635,Moroeni - Plaiul Priporului - Cabana Scropoasa | Muntii Nostri,01MN32: Moroeni - Plaiul Priporului - Cabana Scropoasa,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_2_blueconnectiontrack_resize.png?itok=DRSXIkTN,,"Traseul 32 Cruce Albastră leagă comuna Moroieni de lacul de acumulare Scropoasa, pe drumul modernizat spre Sanatoriul Moroeni, drum ce urcă apoi în serpentine strânse în coasta plaiului Priporului și Plaiul Orzei, la marginea rezervației Orzea-Zănoaga. Traseu accesibil și pentru cicloturism.",mediu,"22,91km",5:45-7:15h,880m,270m,1404m
https://muntii-nostri.ro/ro/node/1636,1636,Piatra Turcului/Sub cetate - Şaua Vânturiş - telescaun Valea Soarelui | Muntii Nostri,01MN33: Piatra Turcului/Sub cetate - Şaua Vânturiş - telescaun Valea Soarelui,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_5_redcircuittrack_resize.png?itok=gSsaGStE,Drumul de Vară - Cascadele Vânturiş - telescaun Valea Soarelui,"Traseul 33 Punct Roșu face ocolul rezervației Colții lui Barbeș, pe lângă Cascadele Vânturiș, pe la baza pereţilor stâncoși, pe o fostă potecă haiducească. Priveliștea se deschide spre sudul V. Prahovei, Vf. Vânturiș și Păduchiosu. Segmentul final urmărește firul Văii Izvorul Dorului, la baza Vâlcelului Vârfului cu Dor spre telescaun Valea Soarelui.",mediu,"4,83km",1:15-1:30h,120m,140m,1843m
https://muntii-nostri.ro/ro/node/1637,1637,Şaua Vârfului cu Dor - Cota 2000 | Muntii Nostri,01MN34: Şaua Vârfului cu Dor - Cota 2000,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,Legătura Şaua Vârfului cu Dor - Cota 2000,"Traseul 34 Triunghi Roșu este legătura directă Şaua Vârfului cu Dor - Cota 2000, ca alternativă a traseului principal ce trece pe la fosta cabană Vf. cu Dor și fosta cabană Miorița. Urcăm pe lângă pârtia Valea Dorului spre staţia de telecabină de la Cota 2000.",uşor/mediu,"0,69km",~0:30h,100m,0m,2045m
https://muntii-nostri.ro/ro/node/1638,1638,Fosta cabană Vârful cu Dor - Cabana Bolboci | Muntii Nostri,01MN36: Fosta cabană Vârful cu Dor - Cabana Bolboci,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_10_yellowconnectiontrack_0_resize.png?itok=QGL1udUK,Legătura Şaua Vârfului cu Dor - Lacul Bolboci.,"Traseul 36 Cruce Galbenă străbate platoul Vârfului cu Dor până pe Valea Soarelui, apoi coboară pe piciorul sud-vestic al Vârfului Nucet spre barajul Bolboci. Priveliști spre abruptul nordic al Colţilor lui Barbeş, coastele Furnicii, Muntele Zănoaga-Lespezi și lacul de acumulare Bolboci.",mediu/dificil,"8,51km",2:00-2:30h,120m,560m,1933m
https://muntii-nostri.ro/ro/node/1639,1639,Canton Schiel/Jepi - Sub Vârful Ciocârlia | Muntii Nostri,01MN39: Canton Schiel/Jepi - Sub Vârful Ciocârlia,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_3_bluepeaktrack_0_resize.png?itok=iasftduS,"Legătura Cantonul Schiel - Cabana Babele, pe sub Vârful Ciocârlia",Traseul 39 Triunghi Albastru leagă cantonul Jepi de drumul spre Cabana Babele. Urcăm printr-un culoar de jnepeni pe sub Vârful Ciocârlia (2043 m) până pe platoul Babelor. Străbatem culmile domoale dintre Cantonul Schiel până sub Vârful Ciocârlia.,uşor/mediu,"1,18km",~0:30h,60m,10m,2013m
https://muntii-nostri.ro/ro/node/1640,1640,Poiana Ţapului - Cascada Urlătoarea | Muntii Nostri,01MN04: Poiana Ţapului - Cascada Urlătoarea,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_1_bluecircuittrack_resize.png?itok=F_YTVlOW,Legătura Poiana Ţapului – Cascada Urlătoarea,"Traseul 4 Punct Albastru vizitează Cascada Urlătoarea cu pornire din Poiana Țapului, pe un traseu scurt, într-o plimbare ușoară, ideală pentru orice vârstă, considerat cel mai uşor traseu din Bucegi. Cascada Urlătoarea este una dintre cele mai impresionante cascade din țară, atât prin debit, cât și prin cădere.",uşor/mediu,"2,73km",~0:45h,309m,12m,1141m
https://muntii-nostri.ro/ro/node/1641,1641,Muntele Jepii Mici - Cabana Caraiman | Muntii Nostri,01MN40: Muntele Jepii Mici - Cabana Caraiman,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_1_bluecircuittrack_resize.png?itok=F_YTVlOW,Legătura Piatra Arsă - Cabana Caraiman,"Traseul 40 Punct Albastru leagă Munții Jepii Mici de Cabana Caraiman străbătând o brână cu înclinaţie scăzută. Din traseul Piatra Arsă-Babele, trecem prin nordul Muntelui Jepii Mici, apoi coborâm la Cabana Caraiman.",mediu/dificil,"1,34km",~0:30h,40m,70m,2102m
https://muntii-nostri.ro/ro/node/1642,1642,Muchia Clincii - Valea Ciubotea | Muntii Nostri,01MN50: Muchia Clincii - Valea Ciubotea,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_1_bluecircuittrack_resize.png?itok=F_YTVlOW,Legătura Muchia Clincii - Poiana Ciubotea,"Traseul 50 Punct Albastru coboară pe culmile domoale ale Clincii, prin pădurea de conifere, până la Valea cu Apă și mai departe spre Poiana Ciubotea. Aceasta zonă este un areal vast de izvoare, în apropiere găsim Cascada Urlătoarea Clincii.",mediu,"1,80km",~0:30h,0m,300m,1441m
https://muntii-nostri.ro/ro/node/1643,1643,Cabana Babele - Vârful Caraiman - Şaua Şugărilor | Muntii Nostri,01MN41: Cabana Babele - Vârful Caraiman - Şaua Şugărilor,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_6_redconnectiontrack_resize_2.png?itok=ELTDVbVO,Legătura dintre Cabana Babele și Crucea Caraiman,"Traseul 41 Cruce Roșie leagă Cabana Babele de Crucea Eroilor Neamului, apoi continuă spre Șaua Șugarilor, pe Spinarea Coștilei, cu Baba Coștila. Priveliști spre Vârful Caraiman, Crucea Eroilor, releul Coștilei și V. Jepilor.",mediu/dificil,"6,76km",1:45-2:15h,240m,110m,2416m
https://muntii-nostri.ro/ro/node/1644,1644,Cabana Caraiman - Crucea Eroilor Neamului | Muntii Nostri,01MN42: Cabana Caraiman - Crucea Eroilor Neamului,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_1_bluecircuittrack_resize.png?itok=F_YTVlOW,"Cabana Caraiman - Crucea Eroilor, pe Brâna Mare a Caraimanului","Traseul 42 Punct Albastru leagă Cabana Caraiman de monumentul istoric unic în lume ca amplasare, Crucea Eroilor Neamului, străbătând Brâna Mare a Caraimanului. Este considerată una din cele mai periculoase potecii. Poteca îngustă de sub peretele stâncos păstrează apă chiar și primăvara, fiind alunecoasă și expusă.",mediu,"1,60km",1:00-1:15h,310m,60m,2284m
https://muntii-nostri.ro/ro/node/1645,1645,Cabana Bolboci - Plaiul Mircea - Muntele Deleanu | Muntii Nostri,01MN43: Cabana Bolboci - Plaiul Mircea - Muntele Deleanu,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,Legătura Cabana Bolboci - Crucea lui Nae Popescu.,"Traseul 43 Triunghi Roșu leagă Cabana Bolboci de baza Muntelui Deleanu pe culmile domoale ale Plaiului Mircia, spre crucea lui Nicolae (Nae) Popescu, autorul unor ghiduri turistice din Colecția veche Munții Noștri. Belvederi fermecătoare spre Munții Leaota, Iezer-Păpușa, Piatra Craiului și Bucegii.",mediu,"4,50km",1:30-2:00h,390m,0m,1825m
https://muntii-nostri.ro/ro/node/1646,1646,Valea Mălăieşti - Şaua Brâna Caprelor | Muntii Nostri,01MN48: Valea Mălăieşti - Şaua Brâna Caprelor,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_3_bluepeaktrack_0_resize.png?itok=iasftduS,Poteca Brâna Caprelor - creasta Bucșoiu,"Traseul 48 Triunghi Albastru leagă Valea Mălăiești de creasta Bucşoiului,. străbătând Brâna Caprelor. Poteca îngustă de sub peretele stâncos păstrează apă chiar și primăvara, fiind alunecoasă și expusă. Priveliști spre căldările glaciară ale Văii Mălăieşti, Bucșoiu și culmea Bucegilor de la Omu până la Scara, Postăvaru și Valea Diham.",mediu/dificil,"1,86km",1:15-1:30h,380m,0m,2290m
https://muntii-nostri.ro/ro/node/1647,1647,Poiana Gaura - Poiana Guţanu | Muntii Nostri,01MN51: Poiana Gaura - Poiana Guţanu,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_3_bluepeaktrack_0_resize.png?itok=iasftduS,Legătura Poiana Gaura - Poiana Guţanu,"Traseul 51 Triunghi Albastru leagă Poiana Gaura de Poiana Guțanu, pe sub Abrupturile Guțanului, prin pădure. Traversăm Vâlcelul Șimonului și Muchia Pietrele Albe. Din Poiana Guțanu admirăm Colții Țapului și Vârful Bătrâna.",mediu,"2,88km",0:45-1:00h,140m,120m,1653m
https://muntii-nostri.ro/ro/node/1648,1648,Cabana Mălăieşti - Lacul Ţigăneşti - Şaua Ţigăneşti | Muntii Nostri,01MN49: Cabana Mălăieşti - Lacul Ţigăneşti - Şaua Ţigăneşti,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_12_yellowridgetrack_0_resize.png?itok=tE6jwpB1,"Mălăiești - Refugiul Țigănești, peste Padina Crucii","Traseul 49 Punct Galben leagă Valea Mălăiești de Șaua Țigănești urcând Padina Crucii și coborând apoi pe firul Văii Ţigăneşti, lângă lacul cu acelaşi nume. Următorul segment urcă până la refugiul Țigănești. Priveliști spre Turnurile și Hornul Țigănești, Hornul Scara, Circul glaciar Țigănești, Hornurile Mălăiești, vârful Omu și stația meteo, de pe platou.",mediu/dificil,"2,82km",1:45-2:00h,490m,0m,2193m
https://muntii-nostri.ro/ro/node/1649,1649,Buşteni - Cascada Urlătoarea | Muntii Nostri,01MN05: Buşteni - Cascada Urlătoarea,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_5_redcircuittrack_resize.png?itok=gSsaGStE,Legătura Buşteni – Cascada Urlătoarea,"Traseul 5 Punct Roșu face legătura între Bușteni și Cascada Urlătoarea, într-o plimbare ușoară, ideală pentru orice vârstă. Cascada Urlătoarea este una dintre cele mai impresionante cascade din țară, atât prin debit, cât și prin cădere. Este unul dintre cele mai ușoare trasee montane din Bucegi.",uşor/mediu,"3,59km",1:15-1:30h,323m,67m,1141m
https://muntii-nostri.ro/ro/node/1650,1650,Valea Bângăleasa - Vârful Bucşa | Muntii Nostri,01MN52: Valea Bângăleasa - Vârful Bucşa,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,Legătura Moieciu (Valea Bârgăleasa) - Vârful Bucșa,"Traseul 52 Triunghi Roșu pornește de la intersecţia Văilor Grohotişu şi Bărbuleţu și urcă pe piciorul Culmii Grohotișului, cu perspective asupra Abruptului Grohotiș (Colții Țapului). O urcare solicitantă care ne scoate la golul alpin și apoi pe Vârful Bucșa (1848 m).",mediu/dificil,"3,11km",2:15-2:45h,650m,0m,1830m
https://muntii-nostri.ro/ro/node/1651,1651,Buşteni - Valea Cerbului | Muntii Nostri,01MN06: Buşteni - Valea Cerbului,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_9_yellowcircuittrack_1_resize.png?itok=exLp_eVD,Legătura Buşteni – Valea Cerbului (peste Culmea Paltinului),"Traseul 6 Punct Galben face legătura între telecabina Bușteni și V. Cerbului, trecând peste Culmea Paltinului (cu pârtia Kalinderu). Ultimul segment înconjoară Plaiul Munticelului până la drumul auto de pe Valea Cerbului. Un traseu ușor, accesibil tot timpul anului, în aprox. 1 - 1.5 h de drumeție.",uşor/mediu,"4,02km",~1:15h,255m,258m,1127m
https://muntii-nostri.ro/ro/node/1652,1652,Cabana Podu’ cu Florile - Şaua Tătarului - Şaua Strunguliţa | Muntii Nostri,01MN53: Cabana Podu’ cu Florile - Şaua Tătarului - Şaua Strunguliţa,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_9_yellowcircuittrack_1_resize.png?itok=exLp_eVD,"Legătura Lacul Bolboci - Șaua Strunga, peste Muntele Lucăcilă","Traseul 53 Punct Galben leagă zona Lacului Bolboci (Cabana „Podu’ cu Florile”) de Șaua Strunguliţa (sub Strungile Mici), pe un traseu cu perspective frumoase asupra Lacului Bolboci și Vf. Tătaru. Poteca străbate culmea Lucăcilă, Muntele Deleanu și continuă pe sub peretele vestic al Muntelui Tătaru spre Refugiul Strunga.",mediu/dificil,"7,72km",2:15-2:45h,420m,70m,1921m
https://muntii-nostri.ro/ro/node/1653,1653,Cabana Omu - Muntele Strungile - Cabana Padina | Muntii Nostri,01MN54: Cabana Omu - Muntele Strungile - Cabana Padina,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_redridgetrack_resize.png?itok=fme_4mlE,"Legătura Padina - Omu, prin Șaua Strunga","Traseul 54 Bandă Roșie leagă Vf. Omu de Cabana Padina, pe un parcurs lung, potrivit celor obișnuiți cu astfel de trasee. Coborâm pe sub Vf. Bucura Dumbravă și trecem pe sub calcarele din zona Mecetului Turcesc spre Guțanu. De la Refugiul Bătrâna continuăm pe sub Colții Țapului și Strungile Mari, trecem de Refugiul Strunga și ajungem la Padina.",mediu/dificil,"12,34km",~4:30h,30m,1010m,2480m
https://muntii-nostri.ro/ro/node/1654,1654,Traseu Urlătoarea Clincii | Muntii Nostri,01MN55: Traseu Urlătoarea Clincii,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_5_redcircuittrack_resize.png?itok=gSsaGStE,Legătura Poiana Ciubotea - Cascada Urlătoarea Clincii,"Traseul 55 Punct Roșu este un traseu care nu necesită mare efort, în urcare pe Muchia Urlătoarea Clincii până la cele 2 băncuțe de odihnă de lângă cascadă. Beneficiază de 2 izvoare și de puncte de belvedere din loc în loc. Poate fi un traseu potrivit și pentru familii, odată ce se ajunge în Poiana Ciubotea pe drumurile forestiere dinspre Șimon sau Poarta.",mediu,"1,34km",~1:00h,250m,0m,1361m
https://muntii-nostri.ro/ro/node/1655,1655,Şaua Tătaru - Lacul Bolboci | Muntii Nostri,01MN56: Şaua Tătaru - Lacul Bolboci,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_11_yellowpeaktrack_resize.png?itok=370HrAa9,"Legătura Vf. Tătaru - Lacul Bolboci, pe V. Tătaru","Traseul 56 Triunghi Galben leagă Șaua Tătaru din Munții Bucegi-Leaota de malul Lacului Bolboci (aproape de Cheile Tătarului), într-o coborâre abruptă pe firul văii Tătaru. Traversăm o zonă stâncoasă, pe sub pereți de stâncă și bolovani imenși. Aproape de lac, putem vizita 2 peșteri (Peştera Ursului şi Peştera Mică) din Rezervația Cheile Tătarului.",mediu/dificil,"3,15km",0:45-1:00h,10m,400m,1845m
https://muntii-nostri.ro/ro/node/1656,1656,Buşteni - Cabana Piatra Arsă | Muntii Nostri,01MN07: Buşteni - Cabana Piatra Arsă,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_3_bluepeaktrack_0_resize.png?itok=iasftduS,Traseul Jepilor Mari (Bușteni - Piatra Arsă),"Jepii Mari este traseul ce leagă Bușteni de Piatra Arsă prin Cantonul Jepi sau Cantonul Schiel (Casa Naturaliştilor), cum i se spunea pe vremea când poteca șerpuia pe sub funicularul fraților Schiel. Alături de Jepii Mici, este unul dintre traseele cele mai frecventate din Bucegi. Accesibil doar vara, pe timp de iarnă există pericol de avalanşă.",mediu/dificil,"8,12km",3:45-4:45h,1060m,0m,2003m
https://muntii-nostri.ro/ro/node/1657,1657,Buşteni - Cabana Padina - Pietroşiţa | Muntii Nostri,01MN08: Buşteni - Cabana Padina - Pietroşiţa,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_2_blueconnectiontrack_resize.png?itok=DRSXIkTN,Jepii Mici - Cab. Padina - Cheile Tătarului - Lacul Bolboci,"Acest traseu străbate pentru început porțiunea denumită Jepii Mici, apoi trece pe lângă Cabana Caraiman, străbate Platoul Babele, coboară la zona Padina și ajunge pe curbele drumului auto de pe marginea lacului Bolboci. Un adevărat tur de forță în Munții Bucegi - recomandat turiștilor cu experiență montană mare.",mediu/dificil,"42,19km",10:30-13:00h,1440m,1790m,2190m
https://muntii-nostri.ro/ro/node/1659,1659,Buşteni - Poiana Pichetul Roşu - Cabana Mălăieşti | Muntii Nostri,01MN09: Buşteni - Poiana Pichetul Roşu - Cabana Mălăieşti,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,"Legătura Bușteni - Cabana Mălăiești, pe Take Ionescu","Cabana Mălăieşti este poate cea mai îndrăgită cabană din munţii Bucegi - un loc de popas “sus” la intersecţia unor trasee spectaculoase. Amfiteatru căldării glaciare îţi dă senzaţia că locul arată ca o fortăreață. Poteca este un tur de forță la marginea abruptului prahovean, cu un ultim segment dificil (Poteca Take Ionescu) -nerecomandată iarna.",mediu/dificil,"12,24km",4:00-5:00h,1020m,220m,1782m
https://muntii-nostri.ro/ro/node/1743,1743,Cabana Brusturet-Cheile Brusturetului-Poiana Grind | Muntii Nostri,02MN32: Cabana Brusturet-Cheile Brusturetului-Poiana Grind,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_10_yellowconnectiontrack_0_resize.png?itok=QGL1udUK,"Cabana Brusturet - Poiana Grind, prin Cheile Brusturetului","Traseul 32  Cruce Galbenă este un traseu de legătură între Cabana Brustureț și Poiana Grind (aproape de Șaua Vlădușca / La Table). Străbatem Valea Seacă a Pietrelor pe drumul pietruit până ce acesta pătrunde în Poiana Grind, unde urmăm serpentinele vechiului drum. Un traseu care nu pune probleme, recomandat pentru cicloturism.",uşor/mediu,"4,60km",2:00-2:15h,340m,0m,
https://muntii-nostri.ro/ro/node/1783,1783,V. Vișeului - Cabana Paltin - Cantonul Silvic Repedea | Muntii Nostri,08MN01: V. Vișeului - Cabana Paltin - Cantonul Silvic Repedea,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_7_redpeaktrack_resize.png?itok=7xHobJco,"Legătura  V. Vișeului  -  Cantonul Silvic Repedea, prin Șaua Tomnatecu","Traseul 1 Triunghi Roșu este traseul de legătură între Valea Vișeului și Cantonul Silvic Repedea, trecând pe la Cabana Parcului Natural Munții Maramureșului (Cabana Paltin). Străbate câteva din din cele mai pitorești văi ale Maramureșului (Bistra, Frumuşaua, Tomnatec). Priveliști spre culmile înconjurătoare între care se remarcă Muntele Pop Ivan.",mediu,"30,52km",12:00-14:00h,1617m,1399m,1163m
https://muntii-nostri.ro/ro/node/1785,1785,Pasul Prislop - Vf. Prislopul Cataramei - Vf. Toroiaga | Muntii Nostri,08MN10: Pasul Prislop - Vf. Prislopul Cataramei - Vf. Toroiaga,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_redridgetrack_resize.png?itok=fme_4mlE,"Legătura Pasul Prislop - Vf. Toroiaga, pe la Cabana Fântâna Stanchii","Traseul 10 Bandă Roșie face legătura între traseul de creastă al munţilor Rodnei și Valea Vaserului, respectiv între Pasul Prislop și Vârful Toroiaga (1.930 m). Necesită cunoștințe bune de orientare în teren. Sub Toroioaga - risc de avalanșă. Priveliști spre V. Vaserului, Pietrosul Bardăului, Muntele Farcău și Pop Ivan, Munții Rodnei și Cearcănu.",mediu,"30,35km",10:00-13:00h,1796m,1311m,1895m
https://muntii-nostri.ro/ro/node/1786,1786,Repedea - Poina cu narcise - Cabana Paltinu | Muntii Nostri,08MN02: Repedea - Poina cu narcise - Cabana Paltinu,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_12_yellowridgetrack_0_resize.png?itok=tE6jwpB1,"Legătura  Repedea - Cabana Paltinu, prin Poiana cu Narcise Tomnatecu","Traseul 2 Bandă Galbenă face legătura între comuna Repedea și Cabana Parcului Natural Munții Maramureșului (Cabana Paltin), vizitând Rezervația Poiana cu Narcise Tomnatec - Sehleanu. Necesită echipament adecvat pentru alpinism de iarnă și o bună orientare în teren. Sub Culmea Plaiului - risc de avalanșă..",mediu/dificil,"15,23km",6:00-8:00h,1431m,1326m,1618m
https://muntii-nostri.ro/ro/node/1787,1787,Repedea - M. Pietriceaua - L. Vinderel | Muntii Nostri,08MN03: Repedea - M. Pietriceaua - L. Vinderel,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_blueridgetrack_resize_0.png?itok=tw-S38_g,"Legătura  Repedea - Lacul Vinderel, pe sub M. Pietriceaua","Traseul 3 Bandă Albastră este varianta cea mai scurtă de acces spre Lacul Vinderel, dinspre Repedea. Urcăm din valea Repedea pe sub Muntele Pietriceaua, în direcția Vf. Farcău până la apele calme ale lacului glaciar Vinderel. Sub Vf. Farcău - risc de avalanșe..",mediu,"12,37km",3:00-6:00h,1361m,176m,1686m
https://muntii-nostri.ro/ro/node/1788,1788,Cabana Silvică Coșnea - Vf. Mihailecu - L. Vinderel | Muntii Nostri,08MN05: Cabana Silvică Coșnea - Vf. Mihailecu - L. Vinderel,https://muntii-nostri.ro/sites/default/files/styles/touristik_label/public/9200_4_redridgetrack_resize.png?itok=fme_4mlE,"Legătura Cabana Coșnea - Lacul Vinderel, pe Creasta Mihăilecu","Traseul 5 Bandă Roșie face legătura între Cabana Silvică Coșnea și Lacul Vinderel, urcând Piciorul Mihăilecu, apoi creasta cu vârful Mihăilecu (1918 m). Priveliști frumoase spre Mihăilecu, Lacul Vinderel, Muntele Farcău și Valea Rugașului, flancată de culmea Rugașului și creasta Mihăilecu.",mediu,"11,11km",3:00-5:00h,1409m,343m,1892m
